cpu_usage,memory_usage,net_io,disk_io,cloud_provider,region,vm_type,vCPU,RAM_GB,price_per_hour,latency_ms,throughput,cost,utilization,target
12.68,1.97,80.97,47.64,AWS,eu-west-1,t3.large,2,8,0.0928,184.42,312.29,21.8782,7.33,scale_down
19.24,27.71,78.3,9.04,Azure,us-east-1,c5.2xlarge,8,16,0.34,401.08,1287.06,163.8719,23.47,no_action
9.52,4.67,7.38,36.92,AWS,us-west-2,m5.xlarge,4,16,0.192,398.6,824.65,54.8487,7.09,scale_down
51.87,46.28,360.23,139.03,GCP,us-west-2,t3.large,2,8,0.0928,482.06,1872.93,56.6759,49.08,no_action
33.93,59.55,260.68,170.1,Azure,eu-west-1,t3.large,2,8,0.0928,487.28,695.29,43.344,46.74,no_action
7.25,20.75,6.52,48.16,AWS,eu-west-1,m5.xlarge,4,16,0.192,177.75,1665.37,44.1508,14.0,no_action
59.42,33.04,341.44,282.81,AWS,us-east-1,m5.xlarge,4,16,0.192,425.93,144.67,137.3275,46.23,no_action
79.28,95.15,521.64,439.89,Azure,us-west-2,t3.large,2,8,0.0928,379.87,1176.36,52.3194,87.21,scale_up
97.12,99.43,520.01,627.88,GCP,us-east-1,m5.xlarge,4,16,0.192,174.14,561.21,46.5356,98.28,scale_up
61.46,51.01,433.9,58.28,AWS,us-east-1,t3.micro,2,1,0.0116,137.85,944.6,0.6505,56.24,no_action
75.08,91.59,1333.81,537.02,GCP,eu-west-1,t3.medium,2,4,0.0464,284.29,463.1,20.8039,83.34,scale_up
36.2,56.85,491.67,182.99,GCP,us-west-2,t3.micro,2,1,0.0116,110.97,1254.31,4.2896,46.52,no_action
55.74,69.48,430.35,116.17,Azure,ap-south-1,m5.xlarge,4,16,0.192,364.25,436.46,108.1934,62.61,no_action
8.4,25.11,64.42,19.88,Azure,us-west-2,c5.2xlarge,8,16,0.34,214.59,1852.72,53.5812,16.76,no_action
30.6,63.74,476.73,213.89,AWS,us-east-1,t3.large,2,8,0.0928,119.56,510.97,31.2254,47.17,no_action
44.37,35.78,321.2,121.48,AWS,us-east-1,c5.2xlarge,8,16,0.34,120.34,803.93,192.3612,40.07,no_action
36.88,63.79,178.31,283.07,GCP,eu-west-1,t3.large,2,8,0.0928,129.03,1470.42,19.0859,50.34,no_action
76.25,86.68,520.75,362.07,GCP,eu-west-1,t3.large,2,8,0.0928,177.04,96.61,26.8118,81.46,scale_up
60.89,38.63,383.76,283.76,GCP,ap-south-1,t3.medium,2,4,0.0464,284.77,1226.75,2.3461,49.76,no_action
31.84,65.21,126.79,266.88,GCP,ap-south-1,m5.xlarge,4,16,0.192,198.95,737.14,75.1241,48.53,no_action
4.73,15.43,59.72,22.88,AWS,us-west-2,t3.large,2,8,0.0928,173.68,940.95,20.8715,10.08,scale_down
40.71,69.55,300.35,98.54,GCP,eu-west-1,t3.medium,2,4,0.0464,241.15,1734.17,0.7739,55.13,no_action
23.06,11.31,90.92,39.47,AWS,ap-south-1,t3.medium,2,4,0.0464,376.55,1942.17,12.2633,17.18,no_action
1.64,23.28,61.37,3.48,AWS,ap-south-1,t3.micro,2,1,0.0116,256.75,174.09,6.1497,12.46,no_action
90.15,76.35,1114.06,733.59,Azure,us-east-1,m5.xlarge,4,16,0.192,362.54,1632.0,118.0229,83.25,scale_up
52.44,37.63,321.08,151.86,Azure,ap-south-1,t3.medium,2,4,0.0464,198.07,1621.41,13.6445,45.03,no_action
28.82,20.65,36.44,46.93,AWS,us-east-1,c5.2xlarge,8,16,0.34,333.09,1690.22,187.5603,24.74,no_action
26.01,3.15,35.64,31.98,Azure,us-west-2,t3.micro,2,1,0.0116,22.19,1384.32,4.4156,14.58,no_action
57.41,30.26,495.89,140.98,AWS,eu-west-1,t3.medium,2,4,0.0464,424.81,1074.58,4.3981,43.84,no_action
99.61,95.63,1430.23,773.26,GCP,eu-west-1,m5.xlarge,4,16,0.192,230.89,418.81,28.917,97.62,scale_up
29.75,8.62,69.73,29.85,AWS,ap-south-1,m5.xlarge,4,16,0.192,247.02,1334.88,51.4579,19.19,no_action
75.56,94.26,991.14,484.1,AWS,us-west-2,t3.micro,2,1,0.0116,55.46,134.82,2.9213,84.91,scale_up
93.48,93.95,702.84,483.1,Azure,us-east-1,m5.xlarge,4,16,0.192,249.91,381.18,128.4157,93.71,scale_up
44.48,36.17,281.27,268.48,GCP,us-west-2,m5.xlarge,4,16,0.192,287.42,1757.89,27.2318,40.32,no_action
59.71,61.79,400.52,285.57,AWS,ap-south-1,t3.medium,2,4,0.0464,202.14,420.71,18.4257,60.75,no_action
33.41,30.51,343.52,66.37,AWS,us-east-1,m5.xlarge,4,16,0.192,193.29,17.18,85.1229,31.96,no_action
89.24,89.7,962.34,782.38,Azure,ap-south-1,t3.large,2,8,0.0928,60.66,178.25,3.0449,89.47,scale_up
51.46,69.49,386.99,214.37,GCP,eu-west-1,t3.medium,2,4,0.0464,287.37,1994.76,32.7561,60.48,no_action
30.0,13.06,42.81,42.13,Azure,eu-west-1,m5.xlarge,4,16,0.192,403.72,1464.84,64.1399,21.53,no_action
58.12,49.93,246.85,270.39,AWS,eu-west-1,m5.xlarge,4,16,0.192,60.79,978.98,27.0243,54.03,no_action
22.58,13.82,42.92,44.87,GCP,eu-west-1,m5.xlarge,4,16,0.192,147.79,505.55,129.8463,18.2,no_action
78.58,70.78,737.04,764.51,GCP,us-west-2,t3.micro,2,1,0.0116,123.82,1460.92,2.1126,74.68,no_action
10.82,14.46,29.2,29.86,Azure,ap-south-1,c5.2xlarge,8,16,0.34,360.07,900.26,213.8988,12.64,scale_down
72.11,45.68,261.15,212.69,AWS,us-west-2,t3.medium,2,4,0.0464,265.86,755.16,33.0669,58.89,no_action
0.1,6.04,59.04,8.12,GCP,us-west-2,t3.micro,2,1,0.0116,492.97,933.75,4.9939,3.07,scale_down
5.32,20.47,53.05,4.16,AWS,ap-south-1,t3.large,2,8,0.0928,146.21,1045.54,56.9643,12.89,no_action
87.53,90.93,572.83,863.23,GCP,eu-west-1,t3.large,2,8,0.0928,232.08,1877.45,7.2588,89.23,scale_up
72.21,39.31,113.91,248.28,GCP,eu-west-1,t3.large,2,8,0.0928,299.96,1032.7,2.3843,55.76,no_action
63.22,46.07,128.36,241.88,GCP,ap-south-1,t3.micro,2,1,0.0116,40.27,1845.02,0.4367,54.64,no_action
39.78,60.36,413.72,280.67,AWS,eu-west-1,m5.xlarge,4,16,0.192,191.2,1017.44,50.3212,50.07,no_action
49.27,46.15,385.06,279.45,GCP,ap-south-1,c5.2xlarge,8,16,0.34,335.04,948.45,190.8245,47.71,no_action
39.97,33.45,266.69,204.49,AWS,ap-south-1,c5.2xlarge,8,16,0.34,334.36,1925.85,37.7786,36.71,no_action
77.93,70.48,607.01,475.56,AWS,ap-south-1,m5.xlarge,4,16,0.192,278.14,137.36,18.998,74.2,no_action
41.27,44.84,138.68,106.62,GCP,us-east-1,t3.large,2,8,0.0928,449.36,1959.59,43.3067,43.06,no_action
15.37,3.38,62.78,36.64,Azure,us-west-2,t3.medium,2,4,0.0464,199.68,1445.81,10.883,9.38,scale_down
23.96,13.76,19.98,40.55,GCP,eu-west-1,t3.large,2,8,0.0928,82.81,428.82,24.5144,18.86,no_action
57.86,62.83,171.25,224.91,AWS,us-east-1,t3.large,2,8,0.0928,18.55,1395.39,64.1763,60.35,no_action
62.96,43.77,365.7,274.82,GCP,eu-west-1,t3.micro,2,1,0.0116,364.65,1424.94,3.1974,53.37,no_action
76.71,96.04,1292.59,644.79,Azure,us-west-2,t3.micro,2,1,0.0116,46.41,553.89,2.4947,86.38,scale_up
79.24,95.88,998.15,447.56,AWS,eu-west-1,m5.xlarge,4,16,0.192,345.92,1784.83,87.4829,87.56,scale_up
26.76,17.29,93.39,16.15,AWS,eu-west-1,t3.micro,2,1,0.0116,185.99,100.5,4.9258,22.02,no_action
86.1,75.31,1162.13,394.77,GCP,us-east-1,t3.large,2,8,0.0928,452.56,468.96,19.5361,80.7,scale_up
9.79,28.09,39.23,21.95,AWS,ap-south-1,c5.2xlarge,8,16,0.34,399.55,196.34,44.9083,18.94,no_action
76.18,97.22,1373.37,575.04,GCP,eu-west-1,m5.xlarge,4,16,0.192,85.79,1662.27,45.0024,86.7,scale_up
80.58,71.0,1002.84,488.45,GCP,ap-south-1,t3.medium,2,4,0.0464,94.34,1502.67,6.8672,75.79,scale_up
79.09,80.29,1062.06,655.6,GCP,eu-west-1,c5.2xlarge,8,16,0.34,245.67,1480.16,180.5678,79.69,scale_up
1.23,2.15,32.51,11.64,GCP,eu-west-1,t3.medium,2,4,0.0464,136.14,450.33,6.5794,1.69,scale_down
80.11,77.39,1433.01,753.43,AWS,ap-south-1,c5.2xlarge,8,16,0.34,395.9,218.47,204.7843,78.75,scale_up
34.77,54.77,347.83,59.44,GCP,us-east-1,t3.large,2,8,0.0928,148.88,833.24,36.8082,44.77,no_action
96.54,79.88,868.13,323.48,AWS,us-east-1,c5.2xlarge,8,16,0.34,166.81,1777.84,6.5853,88.21,scale_up
11.4,16.98,70.43,37.11,AWS,us-east-1,t3.micro,2,1,0.0116,345.58,680.49,0.9435,14.19,scale_down
91.98,84.74,1271.99,868.95,GCP,us-west-2,t3.medium,2,4,0.0464,62.32,675.98,10.7071,88.36,scale_up
80.29,72.42,1480.39,851.05,Azure,us-west-2,t3.micro,2,1,0.0116,359.73,857.69,1.5978,76.36,scale_up
54.52,49.5,252.47,229.72,AWS,ap-south-1,c5.2xlarge,8,16,0.34,442.52,20.37,228.5719,52.01,no_action
14.01,25.05,17.76,7.96,Azure,us-west-2,c5.2xlarge,8,16,0.34,330.45,1741.58,218.5025,19.53,no_action
43.75,38.83,386.3,180.45,AWS,us-east-1,t3.micro,2,1,0.0116,262.7,156.68,4.2835,41.29,no_action
89.32,91.52,1245.08,842.99,GCP,us-west-2,m5.xlarge,4,16,0.192,7.18,10.66,65.387,90.42,scale_up
77.03,93.87,824.5,814.18,Azure,us-east-1,c5.2xlarge,8,16,0.34,306.12,1350.53,71.6426,85.45,scale_up
18.66,1.12,81.99,5.3,AWS,us-east-1,t3.micro,2,1,0.0116,204.83,1146.8,0.0754,9.89,scale_down
22.37,7.6,87.57,22.99,GCP,us-west-2,t3.large,2,8,0.0928,109.04,1732.18,27.971,14.99,no_action
66.44,53.38,256.22,77.4,AWS,us-west-2,m5.xlarge,4,16,0.192,448.25,80.58,119.3533,59.91,no_action
92.39,77.67,1228.76,897.52,Azure,ap-south-1,t3.micro,2,1,0.0116,399.56,690.25,7.5229,85.03,scale_up
79.36,99.63,860.88,792.3,AWS,eu-west-1,t3.micro,2,1,0.0116,191.16,1681.66,8.0638,89.5,scale_up
33.33,38.13,137.16,65.79,AWS,us-east-1,t3.medium,2,4,0.0464,137.54,1148.08,32.2299,35.73,no_action
54.87,55.69,265.86,275.84,Azure,ap-south-1,t3.medium,2,4,0.0464,184.56,258.77,4.8511,55.28,no_action
25.11,17.16,87.1,32.27,AWS,us-east-1,c5.2xlarge,8,16,0.34,473.36,569.86,145.8718,21.13,no_action
13.17,8.63,15.23,26.39,GCP,ap-south-1,t3.large,2,8,0.0928,299.16,1141.88,7.8693,10.9,scale_down
49.32,63.95,411.31,231.1,AWS,us-east-1,t3.micro,2,1,0.0116,351.86,1125.37,0.5213,56.64,no_action
28.11,10.23,29.71,11.7,AWS,ap-south-1,m5.xlarge,4,16,0.192,415.91,1362.31,32.7951,19.17,no_action
54.16,58.72,182.87,89.76,Azure,ap-south-1,m5.xlarge,4,16,0.192,327.7,588.25,134.6439,56.44,no_action
49.42,55.64,477.88,78.1,GCP,eu-west-1,t3.medium,2,4,0.0464,228.67,392.9,29.8753,52.53,no_action
96.24,99.34,657.94,621.31,Azure,ap-south-1,t3.medium,2,4,0.0464,483.34,321.6,6.262,97.79,scale_up
49.78,42.09,126.87,113.18,GCP,ap-south-1,c5.2xlarge,8,16,0.34,102.94,1088.66,147.4243,45.94,no_action
67.54,49.05,495.11,159.9,Azure,us-west-2,m5.xlarge,4,16,0.192,326.54,110.22,90.3843,58.3,no_action
17.46,21.27,86.01,49.34,GCP,us-west-2,t3.micro,2,1,0.0116,128.49,370.0,3.8649,19.37,no_action
20.58,8.04,12.32,19.11,GCP,us-west-2,t3.medium,2,4,0.0464,417.5,702.18,1.1892,14.31,no_action
70.54,60.99,315.88,87.17,Azure,us-east-1,c5.2xlarge,8,16,0.34,177.58,1171.64,213.1748,65.77,no_action
29.86,2.27,93.64,14.47,Azure,ap-south-1,t3.medium,2,4,0.0464,346.2,682.84,32.3322,16.06,no_action
3.3,1.18,60.27,6.17,GCP,ap-south-1,t3.micro,2,1,0.0116,254.92,1904.03,5.838,2.24,scale_down
32.06,67.81,157.51,275.75,AWS,us-east-1,t3.micro,2,1,0.0116,46.37,1647.02,1.279,49.94,no_action
92.86,86.65,608.81,859.28,AWS,us-west-2,m5.xlarge,4,16,0.192,228.9,1471.55,69.3569,89.76,scale_up
88.56,83.21,890.11,703.54,AWS,us-east-1,t3.micro,2,1,0.0116,346.8,101.38,2.8369,85.89,scale_up
76.29,99.89,1236.56,352.47,GCP,us-east-1,c5.2xlarge,8,16,0.34,15.02,1441.38,107.7049,88.09,scale_up
48.61,44.93,325.83,65.93,Azure,us-east-1,m5.xlarge,4,16,0.192,438.53,1652.38,48.0097,46.77,no_action
93.56,72.48,1023.37,830.38,Azure,us-east-1,t3.micro,2,1,0.0116,278.1,1236.34,7.5817,83.02,scale_up
38.14,55.87,497.11,205.65,AWS,eu-west-1,t3.large,2,8,0.0928,22.71,44.42,21.4684,47.0,no_action
6.93,27.1,9.73,12.68,Azure,us-east-1,t3.medium,2,4,0.0464,333.2,1350.69,10.4994,17.02,no_action
79.07,96.48,722.69,367.75,AWS,ap-south-1,t3.medium,2,4,0.0464,342.69,887.01,26.6219,87.77,scale_up
79.84,85.07,929.7,737.42,GCP,eu-west-1,m5.xlarge,4,16,0.192,125.0,1193.05,122.2067,82.46,scale_up
99.57,81.21,1283.72,568.09,Azure,ap-south-1,t3.micro,2,1,0.0116,432.73,1410.47,0.2027,90.39,scale_up
27.83,19.41,97.03,17.23,AWS,us-west-2,t3.large,2,8,0.0928,178.21,1090.59,25.6813,23.62,no_action
22.41,10.35,52.23,18.0,AWS,eu-west-1,t3.large,2,8,0.0928,12.94,1129.27,8.3505,16.38,no_action
70.07,47.36,224.4,279.01,AWS,us-west-2,t3.medium,2,4,0.0464,206.37,546.6,3.3045,58.72,no_action
11.24,0.5,39.03,32.73,AWS,us-west-2,m5.xlarge,4,16,0.192,130.91,869.66,8.0214,5.87,scale_down
6.18,11.47,2.52,38.18,Azure,us-west-2,c5.2xlarge,8,16,0.34,457.99,483.26,105.2121,8.82,scale_down
53.23,64.93,182.22,60.19,AWS,ap-south-1,t3.medium,2,4,0.0464,337.77,696.86,0.6332,59.08,no_action
37.77,46.52,292.99,164.81,Azure,us-west-2,t3.medium,2,4,0.0464,487.1,100.55,31.7722,42.14,no_action
43.62,64.72,311.65,141.14,GCP,us-east-1,m5.xlarge,4,16,0.192,136.71,1185.11,21.1302,54.17,no_action
46.8,50.23,360.18,289.07,GCP,us-west-2,c5.2xlarge,8,16,0.34,383.59,816.46,183.2634,48.51,no_action
15.64,20.5,26.94,29.94,AWS,ap-south-1,t3.micro,2,1,0.0116,224.75,1197.95,2.4377,18.07,no_action
82.52,89.83,1195.59,722.46,AWS,us-east-1,t3.medium,2,4,0.0464,342.94,791.69,13.2194,86.18,scale_up
9.81,3.85,6.84,22.38,GCP,us-west-2,m5.xlarge,4,16,0.192,86.19,698.75,113.3886,6.83,scale_down
94.62,72.24,1488.52,704.88,GCP,eu-west-1,t3.micro,2,1,0.0116,377.96,499.15,5.6319,83.43,scale_up
47.13,43.32,442.3,268.69,AWS,eu-west-1,m5.xlarge,4,16,0.192,292.72,1053.84,112.901,45.23,no_action
94.21,75.06,516.38,805.98,Azure,ap-south-1,m5.xlarge,4,16,0.192,291.24,1784.42,67.0884,84.64,scale_up
85.79,81.47,1147.58,879.77,Azure,us-west-2,t3.medium,2,4,0.0464,257.64,1973.88,10.1299,83.63,scale_up
44.24,33.88,273.06,134.53,Azure,us-west-2,c5.2xlarge,8,16,0.34,65.7,599.27,217.0382,39.06,no_action
13.82,1.89,90.55,27.24,Azure,eu-west-1,t3.medium,2,4,0.0464,462.62,1148.99,2.3696,7.85,scale_down
58.13,49.62,449.03,186.73,AWS,us-west-2,m5.xlarge,4,16,0.192,242.99,1849.96,99.5437,53.88,no_action
83.01,78.24,906.94,877.19,AWS,eu-west-1,t3.medium,2,4,0.0464,263.5,1110.82,31.4597,80.63,scale_up
90.86,94.24,1335.57,646.74,GCP,eu-west-1,t3.large,2,8,0.0928,13.66,1947.69,31.5993,92.55,scale_up
64.13,51.85,360.59,179.17,GCP,us-east-1,m5.xlarge,4,16,0.192,495.98,118.7,67.9798,57.99,no_action
78.25,90.82,1417.46,735.41,GCP,ap-south-1,t3.micro,2,1,0.0116,41.93,811.76,0.0329,84.54,scale_up
94.08,92.41,1009.72,841.75,GCP,us-west-2,m5.xlarge,4,16,0.192,454.68,1052.58,84.1236,93.24,scale_up
21.98,28.6,16.41,11.07,GCP,us-west-2,t3.large,2,8,0.0928,81.63,611.71,48.426,25.29,no_action
95.73,70.2,723.11,663.14,GCP,eu-west-1,t3.micro,2,1,0.0116,52.87,937.96,3.6497,82.96,scale_up
29.47,19.6,52.2,30.4,AWS,eu-west-1,t3.micro,2,1,0.0116,194.31,1975.04,5.8918,24.54,no_action
62.51,57.36,485.36,103.78,GCP,us-east-1,c5.2xlarge,8,16,0.34,278.08,1207.51,244.4695,59.94,no_action
14.05,12.42,57.81,12.86,GCP,eu-west-1,t3.large,2,8,0.0928,179.95,435.53,38.2458,13.23,scale_down
94.49,77.68,650.31,509.89,Azure,ap-south-1,t3.medium,2,4,0.0464,300.88,292.58,21.6676,86.08,scale_up
90.15,84.68,595.98,537.37,Azure,ap-south-1,m5.xlarge,4,16,0.192,259.81,1655.52,10.6976,87.41,scale_up
96.13,84.8,998.35,885.95,AWS,ap-south-1,t3.large,2,8,0.0928,473.82,723.48,9.4727,90.47,scale_up
84.89,98.23,1371.36,606.87,Azure,us-east-1,t3.micro,2,1,0.0116,284.79,21.81,1.809,91.56,scale_up
25.06,18.58,74.87,26.14,Azure,eu-west-1,t3.large,2,8,0.0928,311.08,795.2,52.9292,21.82,no_action
23.56,15.38,81.31,24.86,Azure,us-east-1,m5.xlarge,4,16,0.192,478.53,1507.82,23.8178,19.47,no_action
97.12,78.07,743.77,478.25,Azure,ap-south-1,t3.micro,2,1,0.0116,290.72,1093.93,4.1102,87.6,scale_up
80.87,80.23,695.48,390.08,GCP,ap-south-1,t3.medium,2,4,0.0464,33.81,1747.47,9.686,80.55,scale_up
78.72,87.3,1239.41,345.75,GCP,us-east-1,c5.2xlarge,8,16,0.34,460.78,1947.48,148.4706,83.01,scale_up
19.46,9.72,92.68,22.77,Azure,ap-south-1,c5.2xlarge,8,16,0.34,136.61,822.39,169.5247,14.59,scale_down
57.93,60.5,394.22,253.61,GCP,ap-south-1,t3.large,2,8,0.0928,20.93,104.99,52.763,59.21,no_action
90.96,95.78,1416.98,600.25,AWS,ap-south-1,t3.micro,2,1,0.0116,275.01,1667.77,4.4956,93.37,scale_up
77.32,72.26,1335.42,562.67,Azure,eu-west-1,t3.medium,2,4,0.0464,6.55,1750.8,29.3019,74.79,no_action
38.7,48.93,372.76,208.46,GCP,us-west-2,c5.2xlarge,8,16,0.34,216.49,1799.74,127.2791,43.81,no_action
19.83,13.18,35.39,37.72,Azure,ap-south-1,t3.micro,2,1,0.0116,164.95,1577.67,5.6818,16.5,scale_down
26.84,19.46,72.54,27.46,GCP,eu-west-1,c5.2xlarge,8,16,0.34,195.29,1299.75,222.3802,23.15,no_action
46.37,58.14,171.49,140.83,GCP,ap-south-1,m5.xlarge,4,16,0.192,149.2,1207.05,22.6597,52.26,no_action
60.76,33.01,279.6,73.72,AWS,ap-south-1,t3.large,2,8,0.0928,301.73,569.3,19.2601,46.88,no_action
56.31,32.67,360.58,172.22,GCP,us-east-1,m5.xlarge,4,16,0.192,270.77,1667.27,47.4357,44.49,no_action
92.04,90.6,1405.86,523.76,Azure,ap-south-1,t3.large,2,8,0.0928,294.53,34.25,22.2499,91.32,scale_up
34.49,61.55,373.94,287.53,Azure,us-west-2,m5.xlarge,4,16,0.192,217.21,165.63,16.9813,48.02,no_action
8.45,26.97,77.35,43.56,Azure,ap-south-1,t3.medium,2,4,0.0464,110.95,1195.43,3.1687,17.71,no_action
0.74,27.09,7.08,18.82,AWS,us-west-2,m5.xlarge,4,16,0.192,45.14,1540.25,19.7002,13.92,no_action
0.51,20.96,95.48,35.31,GCP,us-east-1,t3.micro,2,1,0.0116,496.99,1378.21,0.2982,10.74,no_action
84.67,96.41,1480.53,535.68,Azure,us-west-2,t3.large,2,8,0.0928,443.78,1024.21,47.9343,90.54,scale_up
70.55,30.64,441.22,180.25,Azure,eu-west-1,c5.2xlarge,8,16,0.34,312.54,191.83,106.097,50.59,no_action
66.56,59.75,336.4,184.85,Azure,eu-west-1,t3.micro,2,1,0.0116,216.52,1945.69,4.6838,63.16,no_action
65.84,64.06,349.27,136.9,Azure,ap-south-1,t3.medium,2,4,0.0464,311.45,1173.05,20.2811,64.95,no_action
56.37,41.33,491.26,115.79,AWS,us-east-1,c5.2xlarge,8,16,0.34,237.47,1755.96,19.9124,48.85,no_action
76.02,84.65,950.62,498.9,Azure,ap-south-1,c5.2xlarge,8,16,0.34,479.04,1646.94,162.0703,80.33,scale_up
70.39,50.31,375.29,294.76,Azure,eu-west-1,t3.medium,2,4,0.0464,121.8,345.36,11.4567,60.35,no_action
76.0,75.0,953.28,448.31,AWS,us-east-1,t3.large,2,8,0.0928,133.2,1752.4,34.4644,75.5,no_action
4.04,23.02,61.76,41.0,GCP,us-west-2,m5.xlarge,4,16,0.192,302.34,1926.04,86.7387,13.53,no_action
73.75,69.13,288.49,90.69,Azure,ap-south-1,t3.medium,2,4,0.0464,105.03,1780.31,30.4616,71.44,no_action
19.85,24.82,68.54,26.7,Azure,eu-west-1,m5.xlarge,4,16,0.192,122.29,1490.34,65.5492,22.34,no_action
87.65,85.81,539.93,795.51,Azure,ap-south-1,c5.2xlarge,8,16,0.34,249.89,699.82,78.287,86.73,scale_up
8.84,0.23,29.67,14.07,GCP,us-west-2,t3.medium,2,4,0.0464,445.53,1934.57,2.3964,4.53,scale_down
84.44,79.51,1036.06,696.71,GCP,eu-west-1,t3.large,2,8,0.0928,353.23,282.14,54.3353,81.97,scale_up
30.27,31.4,365.53,180.81,GCP,ap-south-1,t3.medium,2,4,0.0464,411.4,607.82,27.2519,30.83,no_action
15.36,18.88,67.08,18.12,AWS,us-east-1,t3.large,2,8,0.0928,375.03,1741.83,25.9272,17.12,scale_down
83.31,73.26,1102.21,780.56,AWS,us-west-2,t3.micro,2,1,0.0116,307.37,367.77,4.5685,78.29,scale_up
23.54,0.65,23.95,27.15,GCP,us-east-1,m5.xlarge,4,16,0.192,360.22,1762.26,88.6866,12.1,no_action
92.97,72.54,1073.32,642.46,Azure,us-west-2,c5.2xlarge,8,16,0.34,457.52,1057.1,33.8463,82.76,scale_up
52.09,47.39,326.64,55.61,GCP,us-west-2,t3.micro,2,1,0.0116,495.09,1119.47,0.3051,49.74,no_action
0.99,24.37,56.18,27.3,AWS,us-west-2,m5.xlarge,4,16,0.192,479.12,1497.81,117.5492,12.68,no_action
95.57,95.1,1226.7,511.65,Azure,ap-south-1,t3.medium,2,4,0.0464,411.52,1084.15,10.1987,95.33,scale_up
18.57,21.94,67.66,33.39,GCP,us-east-1,t3.micro,2,1,0.0116,13.54,1055.49,6.865,20.26,no_action
73.3,42.02,444.58,283.41,Azure,us-east-1,t3.micro,2,1,0.0116,374.81,470.34,2.7973,57.66,no_action
18.98,10.58,7.68,37.65,AWS,us-east-1,t3.medium,2,4,0.0464,364.63,1826.08,24.4181,14.78,scale_down
46.23,52.22,388.33,112.74,GCP,eu-west-1,t3.medium,2,4,0.0464,82.76,563.33,0.1052,49.22,no_action
95.01,84.53,1073.86,388.43,AWS,us-east-1,t3.large,2,8,0.0928,165.67,826.08,54.0193,89.77,scale_up
39.33,67.57,378.91,62.71,GCP,us-west-2,c5.2xlarge,8,16,0.34,150.03,109.93,203.2459,53.45,no_action
71.93,35.81,216.76,126.07,GCP,ap-south-1,t3.large,2,8,0.0928,19.88,82.18,63.6662,53.87,no_action
18.34,23.59,33.4,41.58,Azure,ap-south-1,t3.large,2,8,0.0928,309.47,1397.01,19.7382,20.96,no_action
99.12,88.82,652.7,403.47,AWS,ap-south-1,t3.medium,2,4,0.0464,287.07,719.57,25.8772,93.97,scale_up
11.72,12.02,66.58,40.47,GCP,us-east-1,t3.large,2,8,0.0928,314.98,1400.23,24.976,11.87,scale_down
39.97,30.05,473.5,126.5,Azure,us-west-2,t3.medium,2,4,0.0464,102.33,543.61,11.0707,35.01,no_action
82.39,73.53,904.79,470.42,AWS,eu-west-1,c5.2xlarge,8,16,0.34,17.9,1772.58,216.9362,77.96,scale_up
58.38,68.3,250.94,204.55,GCP,us-east-1,c5.2xlarge,8,16,0.34,439.7,905.41,30.2486,63.34,no_action
7.15,0.06,87.24,22.19,Azure,eu-west-1,t3.micro,2,1,0.0116,123.24,532.95,2.0178,3.61,scale_down
89.21,93.94,1025.54,354.64,GCP,us-east-1,t3.medium,2,4,0.0464,293.53,1227.36,24.3573,91.58,scale_up
39.71,46.17,410.45,288.36,Azure,ap-south-1,t3.micro,2,1,0.0116,44.08,1075.72,2.6182,42.94,no_action
92.47,84.75,1385.44,439.75,Azure,us-west-2,t3.medium,2,4,0.0464,228.17,202.36,11.2276,88.61,scale_up
99.24,94.3,1251.15,756.23,Azure,us-east-1,t3.medium,2,4,0.0464,197.59,1505.72,12.9497,96.77,scale_up
88.78,79.58,924.24,595.45,Azure,eu-west-1,c5.2xlarge,8,16,0.34,428.89,1051.15,88.9469,84.18,scale_up
80.54,81.39,860.4,535.05,Azure,eu-west-1,t3.large,2,8,0.0928,397.79,655.07,33.5811,80.96,scale_up
16.41,13.4,80.98,12.17,Azure,eu-west-1,t3.large,2,8,0.0928,442.17,1126.49,40.7389,14.91,scale_down
3.85,11.04,47.72,21.62,Azure,ap-south-1,m5.xlarge,4,16,0.192,364.2,1197.59,40.9674,7.44,scale_down
0.03,8.47,58.4,29.77,Azure,us-west-2,t3.large,2,8,0.0928,389.69,1016.79,34.0817,4.25,scale_down
92.46,74.35,514.62,674.87,GCP,ap-south-1,t3.micro,2,1,0.0116,62.87,1543.12,7.2341,83.41,scale_up
52.09,37.61,239.37,229.48,AWS,ap-south-1,t3.micro,2,1,0.0116,112.62,535.49,6.2613,44.85,no_action
75.35,91.97,1193.43,775.41,AWS,eu-west-1,c5.2xlarge,8,16,0.34,132.07,894.23,161.4669,83.66,scale_up
35.16,61.24,388.27,213.96,AWS,eu-west-1,m5.xlarge,4,16,0.192,81.77,543.31,54.4693,48.2,no_action
62.24,31.71,397.6,171.54,AWS,ap-south-1,t3.medium,2,4,0.0464,162.29,288.16,2.5555,46.98,no_action
19.53,6.52,20.38,16.23,GCP,us-east-1,c5.2xlarge,8,16,0.34,8.53,1366.58,66.0185,13.03,scale_down
77.29,80.07,640.34,460.63,AWS,us-east-1,t3.medium,2,4,0.0464,31.21,1194.07,4.893,78.68,scale_up
51.42,61.17,194.06,238.41,AWS,eu-west-1,c5.2xlarge,8,16,0.34,433.36,1758.46,191.9168,56.3,no_action
58.74,36.44,492.18,226.0,GCP,us-east-1,c5.2xlarge,8,16,0.34,377.92,140.9,186.9651,47.59,no_action
